"filename", "language", "Markdown", "TypeScript", "YAML", "Docker", "Ignore", "JSON", "JavaScript", "Properties", "comment", "blank", "total"
"/home/undefined/Documents/pkl/apikom/services/images/migrations/20210305015017-images.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 3, 27
"/home/undefined/Documents/pkl/apikom/services/images/models/image.model.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/home/undefined/Documents/pkl/apikom/services/images/nodemon.json", "JSON", 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"/home/undefined/Documents/pkl/apikom/services/images/package-lock.json", "JSON", 0, 0, 0, 0, 0, 10889, 0, 0, 0, 1, 10890
"/home/undefined/Documents/pkl/apikom/services/images/package.json", "JSON", 0, 0, 0, 0, 0, 73, 0, 0, 0, 1, 74
"/home/undefined/Documents/pkl/apikom/services/images/routes/image.route.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 6, 19
"/home/undefined/Documents/pkl/apikom/services/images/services/image.services.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/home/undefined/Documents/pkl/apikom/services/images/tests/image.controller.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/undefined/Documents/pkl/apikom/services/images/tsconfig.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 47, 8, 72
"/home/undefined/Documents/pkl/apikom/services/products/.dockerignore", "Ignore", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"/home/undefined/Documents/pkl/apikom/services/products/.eslintrc.js", "JavaScript", 0, 0, 0, 0, 0, 0, 23, 0, 2, 1, 26
"/home/undefined/Documents/pkl/apikom/services/products/.prettierrc.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"/home/undefined/Documents/pkl/apikom/services/products/Dockerfile", "Docker", 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 17
"/home/undefined/Documents/pkl/apikom/services/products/app.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 10, 11, 58
"/home/undefined/Documents/pkl/apikom/services/products/babel.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"/home/undefined/Documents/pkl/apikom/services/products/config/config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 3, 32
"/home/undefined/Documents/pkl/apikom/services/products/config/sequelize.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 3, 6, 43
"/home/undefined/Documents/pkl/apikom/services/products/controllers/product.controller.ts", "TypeScript", 0, 184, 0, 0, 0, 0, 0, 0, 4, 28, 216
"/home/undefined/Documents/pkl/apikom/services/products/docker-compose.yml", "YAML", 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 25
"/home/undefined/Documents/pkl/apikom/services/products/docs/product-swagger.yaml", "YAML", 0, 0, 153, 0, 0, 0, 0, 0, 0, 7, 160
"/home/undefined/Documents/pkl/apikom/services/products/helpers/getPagination.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/undefined/Documents/pkl/apikom/services/products/helpers/getPaginationData.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/home/undefined/Documents/pkl/apikom/services/products/helpers/getSort.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/undefined/Documents/pkl/apikom/services/products/helpers/initDB.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/home/undefined/Documents/pkl/apikom/services/products/helpers/logger.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/home/undefined/Documents/pkl/apikom/services/products/index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/home/undefined/Documents/pkl/apikom/services/products/interfaces/Product.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/undefined/Documents/pkl/apikom/services/products/middlewares/isValid.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
